Symbol,Expected Return (Mean),Standard Deviation
CADE,0.13826822512974146,0.3520063952149587
DAL,0.12371099693547866,0.446580135728707
KHC,0.06849105571564967,0.24880619757568073
TSN,-0.011015291259332692,0.2524163305668126
WFC,0.15075369486379578,0.3542354253758559
